player_name,team,pos,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,k_fg,k_xpt
Brycen Tremayne,CAR,WR,0.0,0.0,0.0,0.0,0.0,2.6,29.0,0.1,0.0,0.0
Nick Nash,ATL,WR,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0
DeAndre Carter,CLE,WR,0.0,0.0,0.0,3.0,0.0,3.9,39.4,0.0,0.0,0.0
Mitch Tinsley,CIN,WR,0.0,0.0,0.0,0.0,0.0,2.5,28.8,0.1,0.0,0.0
Malachi Corley,CLE,WR,0.0,0.0,0.0,2.0,0.0,3.0,29.0,0.0,0.0,0.0
Konata Mumpfield,LAR,WR,0.0,0.0,0.0,0.0,0.0,1.8,21.2,0.2,0.0,0.0
Russell Gage Jr.,SF,WR,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0
Anthony Gould,IND,WR,0.0,0.0,0.0,2.5,0.0,1.8,22.8,0.1,0.0,0.0
Tyrell Shavers,BUF,WR,0.0,0.0,0.0,0.0,0.0,1.5,20.1,0.1,0.0,0.0
Michael Woods II,GB,WR,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0
Dante Pettis,NO,WR,0.0,0.0,0.0,6.0,0.0,2.0,22.0,0.0,0.0,0.0
Cedrick Wilson Jr.,MIA,WR,0.0,0.0,0.0,6.0,0.0,2.0,22.0,0.0,0.0,0.0
Kendrick Bourne,SF,WR,0.0,0.0,0.0,5.0,0.0,2.0,22.0,0.0,0.0,0.0
Tyler Scott,LAR,WR,0.0,0.0,0.0,5.0,0.0,2.0,22.0,0.0,0.0,0.0
Ashton Dulin,IND,WR,0.0,0.0,0.0,1.7,0.0,1.7,19.4,0.1,0.0,0.0
Beaux Collins,NYG,WR,0.0,0.0,0.0,0.0,0.0,1.7,19.1,0.1,0.0,0.0
Parris Campbell,DAL,WR,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0
Isaiah Williams,NYJ,WR,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0
Ryan Miller,TB,WR,0.0,0.0,0.0,0.0,0.0,0.8,9.7,0.1,0.0,0.0
Xavier Smith,LAR,WR,0.0,0.0,0.0,9.6,0.1,1.0,11.0,0.0,0.0,0.0
Braxton Berrios,HOU,WR,0.0,0.0,0.0,2.5,0.0,1.0,10.5,0.0,0.0,0.0
Tank Dell,HOU,WR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0
LaJohntay Wester,BAL,WR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0
Devin Duvernay,CHI,WR,0.0,0.0,0.0,6.0,0.0,2.0,23.0,0.0,0.0,0.0
Jacob Cowing,SF,WR,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0
Jason Brownlee,KC,WR,0.0,0.0,0.0,0.0,0.0,0.5,7.0,0.0,0.0,0.0
Nikko Remigio,KC,WR,0.0,0.0,0.0,0.0,0.0,0.5,6.5,0.0,0.0,0.0
Trenton Irwin,NYJ,WR,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Kameron Johnson,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Taylor,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rondale Moore,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Montgomery,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Sills V,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treylon Burks,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Johnson,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Mingo,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Lynn Polk,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bub Means,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahj Washington,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Wilson,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Ford-Wheaton,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Cephus,JAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ihmir Smith-Marsette,NYG,WR,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
,nan,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Bowers,LV,TE,0.0,0.0,0.0,0.0,0.0,105.1,1115.4,6.1,0.0,0.0
George Kittle,SF,TE,0.0,0.0,0.0,0.0,0.0,75.2,1014.6,7.4,0.0,0.0
Trey McBride,ARI,TE,0.0,0.0,0.0,0.0,0.0,103.9,1051.0,5.8,0.0,0.0
Sam LaPorta,DET,TE,0.0,0.0,0.0,0.0,0.0,69.9,785.3,7.0,0.0,0.0
Mark Andrews,BAL,TE,0.0,0.0,0.0,0.0,0.0,58.9,700.5,7.7,0.0,0.0
Travis Kelce,KC,TE,0.0,0.0,0.0,0.0,0.0,81.3,776.3,5.3,0.0,0.0
T.J. Hockenson,MIN,TE,0.0,0.0,0.0,0.0,0.0,72.6,762.5,4.6,0.0,0.0
David Njoku,CLE,TE,0.0,0.0,0.0,0.0,0.0,76.3,736.8,4.9,0.0,0.0
Tyler Warren,IND,TE,0.0,0.0,0.0,0.0,0.0,63.2,679.1,4.7,0.0,0.0
Tucker Kraft,GB,TE,0.0,0.0,0.0,0.0,0.0,55.5,653.6,4.8,0.0,0.0
Kyle Pitts Sr.,ATL,TE,0.0,0.0,0.0,0.0,0.0,51.2,648.4,4.2,0.0,0.0
Evan Engram,DEN,TE,0.0,0.0,0.0,0.0,0.0,70.4,628.1,4.2,0.0,0.0
Dallas Goedert,PHI,TE,0.0,0.0,0.0,0.0,0.0,57.5,634.2,3.9,0.0,0.0
Zach Ertz,WAS,TE,0.0,0.0,0.0,0.0,0.0,58.3,540.9,5.1,0.0,0.0
Dalton Kincaid,BUF,TE,0.0,0.0,0.0,0.0,0.0,57.3,603.2,4.0,0.0,0.0
Jake Ferguson,DAL,TE,0.0,0.0,0.0,0.0,0.0,67.9,621.0,3.8,0.0,0.0
Hunter Henry,NE,TE,0.0,0.0,0.0,0.0,0.0,54.4,568.5,3.9,0.0,0.0
Colston Loveland,CHI,TE,0.0,0.0,0.0,0.0,0.0,54.3,569.6,3.8,0.0,0.0
Cade Otton,TB,TE,0.0,0.0,0.0,0.0,0.0,50.4,515.6,4.1,0.0,0.0
Brenton Strange,JAC,TE,0.0,0.0,0.0,0.0,0.0,55.2,548.8,3.5,0.0,0.0
Jonnu Smith,PIT,TE,0.0,0.0,0.0,0.0,0.0,51.4,530.9,3.8,0.0,0.0
Chig Okonkwo,TEN,TE,0.0,0.0,0.0,0.0,0.0,56.5,563.5,3.2,0.0,0.0
Isaiah Likely,BAL,TE,0.0,0.0,0.0,0.0,0.0,39.5,468.3,4.6,0.0,0.0
Darren Waller,MIA,TE,0.0,0.0,0.0,0.0,0.0,49.0,540.8,3.1,0.0,0.0
Mike Gesicki,CIN,TE,0.0,0.0,0.0,0.0,0.0,50.8,501.3,3.4,0.0,0.0
Dalton Schultz,HOU,TE,0.0,0.0,0.0,0.0,0.0,48.8,503.8,3.2,0.0,0.0
Mason Taylor,NYJ,TE,0.0,0.0,0.0,0.0,0.0,51.5,518.0,3.0,0.0,0.0
Juwan Johnson,NO,TE,0.0,0.0,0.0,0.0,0.0,47.0,486.4,3.2,0.0,0.0
Pat Freiermuth,PIT,TE,0.0,0.0,0.0,0.0,0.0,50.9,488.4,3.4,0.0,0.0
Theo Johnson,NYG,TE,0.0,0.0,0.0,0.0,0.0,46.5,507.7,2.8,0.0,0.0
Tyler Higbee,LAR,TE,0.0,0.0,0.0,0.0,0.0,45.2,423.9,3.7,0.0,0.0
Robbie Ouzts,SEA,TE,0.0,0.0,0.0,0.0,0.0,49.0,481.0,3.0,0.0,0.0
Elijah Arroyo,SEA,TE,0.0,0.0,0.0,0.0,0.0,40.0,424.1,2.8,0.0,0.0
Ja'Tavion Sanders,CAR,TE,0.0,0.0,0.0,0.0,0.0,44.2,442.4,2.4,0.0,0.0
Will Dissly,LAC,TE,0.0,0.0,0.0,0.0,0.0,38.4,376.9,2.5,0.0,0.0
Noah Fant,CIN,TE,0.0,0.0,0.0,0.0,0.0,37.2,381.0,2.4,0.0,0.0
Noah Gray,KC,TE,0.0,0.0,0.0,0.0,0.0,30.1,307.9,2.8,0.0,0.0
Tyler Conklin,LAC,TE,0.0,0.0,0.0,0.0,0.0,33.5,324.6,2.3,0.0,0.0
AJ Barner,SEA,TE,0.0,0.0,0.0,0.0,0.0,32.3,305.6,2.4,0.0,0.0
Harold Fannin Jr.,CLE,TE,0.0,0.0,0.0,0.0,0.0,30.7,303.4,1.8,0.0,0.0
Cole Kmet,CHI,TE,0.0,0.0,0.0,0.0,0.0,28.4,272.7,2.3,0.0,0.0
Austin Hooper,NE,TE,0.0,0.0,0.0,0.0,0.0,29.6,294.7,1.9,0.0,0.0
Michael Mayer,LV,TE,0.0,0.0,0.0,0.0,0.0,28.5,262.1,1.8,0.0,0.0
Dawson Knox,BUF,TE,0.0,0.0,0.0,0.0,0.0,21.9,237.8,1.9,0.0,0.0
Terrance Ferguson,LAR,TE,0.0,0.0,0.0,0.0,0.0,23.0,235.4,1.9,0.0,0.0
Foster Moreau,NO,TE,0.0,0.0,0.0,0.0,0.0,19.1,217.9,1.5,0.0,0.0
Gunnar Helm,TEN,TE,0.0,0.0,0.0,0.0,0.0,23.0,225.8,1.2,0.0,0.0
Oronde Gadsden II,LAC,TE,0.0,0.0,0.0,0.0,0.0,19.1,195.5,1.6,0.0,0.0
Tommy Tremble,CAR,TE,0.0,0.0,0.0,0.0,0.0,19.3,184.6,1.7,0.0,0.0
Luke Musgrave,GB,TE,0.0,0.0,0.0,0.0,0.0,19.3,187.0,1.4,0.0,0.0
Josh Oliver,MIN,TE,0.0,0.0,0.0,0.0,0.0,17.0,179.5,1.5,0.0,0.0
Brock Wright,DET,TE,0.0,0.0,0.0,0.0,0.0,15.0,135.2,2.2,0.0,0.0
Ben Sinnott,WAS,TE,0.0,0.0,0.0,0.0,0.0,17.7,174.2,1.5,0.0,0.0
Cade Stover,HOU,TE,0.0,0.0,0.0,0.0,0.0,16.9,161.0,1.2,0.0,0.0
Adam Trautman,DEN,TE,0.0,0.0,0.0,0.0,0.0,13.5,146.8,1.5,0.0,0.0
Julian Hill,MIA,TE,0.0,0.0,0.0,0.0,0.0,17.2,153.9,1.1,0.0,0.0
Luke Schoonmaker,DAL,TE,0.0,0.0,0.0,0.0,0.0,14.9,132.2,1.2,0.0,0.0
Jeremy Ruckert,NYJ,TE,0.0,0.0,0.0,0.0,0.0,16.2,139.3,0.9,0.0,0.0
Payne Durham,TB,TE,0.0,0.0,0.0,0.0,0.0,11.9,116.6,1.3,0.0,0.0
Charlie Woerner,ATL,TE,0.0,0.0,0.0,0.0,0.0,13.7,131.5,1.0,0.0,0.0
Grant Calcaterra,PHI,TE,0.0,0.0,0.0,0.0,0.0,12.3,135.8,0.9,0.0,0.0
Elijah Higgins,ARI,TE,0.0,0.0,0.0,0.0,0.0,11.4,110.4,1.1,0.0,0.0
Darnell Washington,PIT,TE,0.0,0.0,0.0,0.0,0.0,12.2,122.9,0.7,0.0,0.0
Johnny Mundt,JAC,TE,0.0,0.0,0.0,0.0,0.0,13.4,115.2,0.8,0.0,0.0
Blake Whiteheart,CLE,TE,0.0,0.0,0.0,0.0,0.0,11.7,116.3,0.7,0.0,0.0
Colby Parkinson,LAR,TE,0.0,0.0,0.0,0.0,0.0,10.6,106.9,0.9,0.0,0.0
Daniel Bellinger,NYG,TE,0.0,0.0,0.0,0.0,0.0,12.9,122.7,0.6,0.0,0.0
Connor Heyward,PIT,TE,0.0,0.0,0.0,0.0,0.0,10.1,87.1,1.2,0.0,0.0
Jake Briningstool,KC,TE,0.0,0.0,0.0,0.0,0.0,10.0,94.0,1.0,0.0,0.0
Drew Ogletree,IND,TE,0.0,0.0,0.0,0.0,0.0,7.5,96.9,0.8,0.0,0.0
Stone Smartt,NYJ,TE,0.0,0.0,0.0,0.0,0.0,8.9,96.3,0.8,0.0,0.0
Teagan Quitoriano,ATL,TE,0.0,0.0,0.0,0.0,0.0,6.4,99.5,0.6,0.0,0.0
Taysom Hill,NO,TE,0.0,0.0,0.0,0.0,0.0,2.3,22.0,0.0,0.0,0.0
Drew Sample,CIN,TE,0.0,0.0,0.0,0.0,0.0,10.3,82.6,0.8,0.0,0.0
Lucas Krull,DEN,TE,0.0,0.0,0.0,0.0,0.0,9.9,90.3,0.6,0.0,0.0
Devin Culp,TB,TE,0.0,0.0,0.0,0.0,0.0,7.2,77.2,0.7,0.0,0.0
Moliki Matavao,NO,TE,0.0,0.0,0.0,0.0,0.0,7.6,74.5,0.6,0.0,0.0
Brevyn Spann-Ford,DAL,TE,0.0,0.0,0.0,0.0,0.0,7.8,74.6,0.6,0.0,0.0
Nate Adkins,DEN,TE,0.0,0.0,0.0,0.0,0.0,6.0,46.0,1.0,0.0,0.0
John Bates,WAS,TE,0.0,0.0,0.0,0.0,0.0,7.8,74.3,0.5,0.0,0.0
Hunter Long,JAC,TE,0.0,0.0,0.0,0.0,0.0,8.4,75.9,0.4,0.0,0.0
Gavin Bartholomew,MIN,TE,0.0,0.0,0.0,0.0,0.0,5.5,59.5,0.6,0.0,0.0
Eric Saubert,SEA,TE,0.0,0.0,0.0,0.0,0.0,6.7,59.8,0.5,0.0,0.0
Travis Vokolek,ARI,TE,0.0,0.0,0.0,0.0,0.0,5.5,55.5,0.5,0.0,0.0
Tip Reiman,ARI,TE,0.0,0.0,0.0,0.0,0.0,6.6,60.3,0.4,0.0,0.0
Charlie Kolar,BAL,TE,0.0,0.0,0.0,0.0,0.0,4.9,60.0,0.4,0.0,0.0
Ian Thomas,LV,TE,0.0,0.0,0.0,0.0,0.0,6.6,58.5,0.4,0.0,0.0
Mitchell Evans,CAR,TE,0.0,0.0,0.0,0.0,0.0,6.3,59.7,0.4,0.0,0.0
Thomas Fidone II,NYG,TE,0.0,0.0,0.0,0.0,0.0,5.5,52.0,0.5,0.0,0.0
Ben Sims,MIN,TE,0.0,0.0,0.0,0.0,0.0,5.0,51.0,0.5,0.0,0.0
Cam Grandy,CIN,TE,0.0,0.0,0.0,0.0,0.0,6.2,54.1,0.4,0.0,0.0
Luke Farrell,SF,TE,0.0,0.0,0.0,0.0,0.0,6.1,58.5,0.4,0.0,0.0
Jackson Hawes,BUF,TE,0.0,0.0,0.0,0.0,0.0,5.3,57.2,0.4,0.0,0.0
Jelani Woods,NYJ,TE,0.0,0.0,0.0,0.0,0.0,3.5,46.5,0.5,0.0,0.0
Jared Wiley,KC,TE,0.0,0.0,0.0,0.0,0.0,5.4,53.1,0.4,0.0,0.0
Chris Manhertz,NYG,TE,0.0,0.0,0.0,0.0,0.0,4.9,44.3,0.4,0.0,0.0
Durham Smythe,CHI,TE,0.0,0.0,0.0,0.0,0.0,5.4,45.6,0.4,0.0,0.0
Will Mallory,IND,TE,0.0,0.0,0.0,0.0,0.0,3.9,38.7,0.3,0.0,0.0
Kylen Granson,PHI,TE,0.0,0.0,0.0,0.0,0.0,4.0,45.1,0.1,0.0,0.0
David Martin-Robinson,TEN,TE,0.0,0.0,0.0,0.0,0.0,3.7,37.2,0.3,0.0,0.0
Davis Allen,LAR,TE,0.0,0.0,0.0,0.0,0.0,4.0,37.9,0.2,0.0,0.0
Ko Kieft,TB,TE,0.0,0.0,0.0,0.0,0.0,1.5,16.0,0.5,0.0,0.0
Mo Alie-Cox,IND,TE,0.0,0.0,0.0,0.0,0.0,2.8,30.9,0.2,0.0,0.0
Tucker Fisk,LAC,TE,0.0,0.0,0.0,0.0,0.0,3.3,31.6,0.2,0.0,0.0
Tanner Hudson,CIN,TE,0.0,0.0,0.0,0.0,0.0,2.9,26.5,0.2,0.0,0.0
Erick All Jr.,CIN,TE,0.0,0.0,0.0,0.0,0.0,2.3,20.5,0.2,0.0,0.0
Jack Westover,NE,TE,0.0,0.0,0.0,0.0,0.0,1.8,18.3,0.1,0.0,0.0
Feleipe Franks,ATL,TE,0.0,0.0,0.0,0.0,0.0,1.8,17.7,0.1,0.0,0.0
Pharaoh Brown,ARI,TE,0.0,0.0,0.0,0.0,0.0,2.5,25.0,0.0,0.0,0.0
James Mitchell,CAR,TE,0.0,0.0,0.0,0.0,0.0,1.9,17.8,0.1,0.0,0.0
Josh Whyle,GB,TE,0.0,0.0,0.0,0.0,0.0,1.5,15.5,0.0,0.0,0.0
Jack Stoll,NO,TE,0.0,0.0,0.0,0.0,0.0,1.5,15.0,0.0,0.0,0.0
Nick Vannett,MIN,TE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
Robert Tonyan,KC,TE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
Quintin Morris,JAC,TE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
Greg Dulcich,MIA,TE,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0
Harrison Bryant,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.5,5.5,0.0,0.0,0.0
Marcedes Lewis,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,JAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Dwelley,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Okwuegbunam Jr.,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyree Jackson,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Carlson,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Parham Jr.,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Sokol,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence Cager,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean McKeon,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brevin Jordan,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Lachey,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Zylstra,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Shorter,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Kalinic,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John FitzPatrick,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Latu,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Tonges,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Odukoya,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden Willis,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.J. Jenkins,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princeton Fant,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stephens Jr.,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Bates,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colson Yankoff,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Lohner,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Aubrey,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,40.6
Matt Gay,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,47.4
Chase McLaughlin,TB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,46.3
Jake Elliott,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,46.4
Tyler Bass,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,51.3
Cameron Dicker,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,37.8
Tyler Loop,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,47.7
Jake Bates,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.1
Harrison Butker,KC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,42.3
Ka'imi Fairbairn,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,35.8
Brandon McManus,GB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,44.5
Chris Boswell,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,35.5
Younghoe Koo,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.1
Evan McPherson,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,46.9
Wil Lutz,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,40.2
Will Reichard,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,41.2
Chad Ryland,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,39.0
Joshua Karty,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.6
Spencer Shrader,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,38.2
Daniel Carlson,LV,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,32.8
Jake Moody,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,40.7
Cam Little,JAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,36.5
Cairo Santos,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,37.1
Jason Myers,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,34.2
Nick Folk,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,33.4
Blake Grupe,NO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,30.1
Joey Slye,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,31.4
Ryan Fitzgerald,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,34.6
Andy Borregales,NE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,32.8
Graham Gano,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,31.5
Jason Sanders,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,31.5
Andre Szmyt,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,25.7
Riley Patterson,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,9.2
Harrison Mevis,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jude McAtamney,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zane Gonzalez,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Havrisik,GB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Wright,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Prater,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Badgley,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Pineiro,SF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
